Pair,IC Mean,IC t-stat,Hit Rate,Monotonicity,Stationary,Significant,Decay Half-Life
GBPUSD,0.01007999524063275,0.7105116660261155,0.5007733952049497,0.3333333333333333,True,False,2
AUDUSD,0.009984970593992592,0.7238600836753774,0.5046403712296984,0.6666666666666666,True,False,20
EURUSD,0.004331643706457415,0.28697785018268057,0.4911059551430781,0.5555555555555556,True,False,20
USDJPY,0.0005858075975071978,0.048571197112792446,0.5251353441608662,0.5555555555555556,False,False,20
