session,n_signals,mean_bps,baseline_bps,win_rate,t_stat,p_value
ASIA,1008,-0.22578557196455482,0.21439718647828462,0.5049603174603174,-1.5514021726332459,0.1208199545041749
LONDON,1970,0.4546239305088451,-0.21087528715008,0.5126903553299492,1.8878499875755181,0.05905942278392307
NY,1605,-0.283309124587737,-0.04214118440399844,0.48161993769470407,-0.7861933569981155,0.43176282276727557
LONDON_NY_OVERLAP,1164,0.30213385785651714,-0.2687211420542216,0.5025773195876289,1.1860096415538692,0.2356444535791439
