dir_pressure,range_expand,close_extreme,n,mean_bps,std_bps,t_stat,p_value,win_rate
0,0,0,4080,0.104197325234158,8.70479767711965,0.7645888683343502,0.44456062887405284,0.503921568627451
0,0,1,9018,-0.07791729551269215,8.635779028508132,-0.8568157956829616,0.39156946461007447,0.490352628077179
0,1,0,5121,0.3309706154904773,13.241664861284605,1.7886453324422662,0.07373105446886266,0.5026362038664324
0,1,1,15531,-0.07435560436067218,13.580914546132991,-0.6823141866489463,0.49505048082642616,0.5024145257871354
1,0,0,3449,0.1677594805555519,8.067037157157422,1.2212922820343832,0.22205887370499017,0.49956509133082055
1,0,1,7912,-0.06577529306194228,8.358129844301706,-0.6999980293693279,0.48394911861134293,0.4993680485338726
1,1,0,5234,0.04623013540178356,13.712721311733645,0.24390369226058037,0.8073149707846228,0.4967520061138708
1,1,1,14654,-0.06344640826202634,14.376346503840162,-0.5342402480040149,0.593183431334919,0.4991128702060871
