signal_name,n_signals,n_baseline,mean_bps,baseline_bps,std_bps,t_stat,p_value,cohens_d,win_rate,bootstrap_ci_lower,bootstrap_ci_upper,status,p_value_corrected,significant_after_mtc
Sub-H1: Directional Pressure,31249,33750,-0.020147422581483814,0.007779275455497527,12.380642227379104,-0.2937161692666326,0.7689757355472451,-0.002305824462709348,0.49883196262280394,-0.12939841748653516,0.09835755027798773,success,0.922770882656694,False
Sub-H2: Range Expansion,40540,24459,-0.0036431057567258046,-0.008967854542216852,13.849131746343515,0.054301694379542215,0.9566949665202231,0.0004396484010208436,0.5005180069067587,-0.15871334154297015,0.11747740366112487,success,0.9566949665202231,False
Sub-H3: Close Extreme,47115,17884,-0.07020339271223346,0.16442611194425927,12.291434995523117,-2.205788326049906,0.027402310102643924,-0.019373373136089733,0.498567335243553,-0.15740925872638845,0.02177620416906761,success,0.16441386061586355,False
Sub-H4: Combined Exhaustion,14482,50517,-0.10313319473205848,0.022300189331985763,14.774504478620704,-1.0987610289384657,0.2718763848051324,-0.01035675106229393,0.4945449523546471,-0.3187060868772428,0.1630244190097775,success,0.8156291544153972,False
Sub-H5: Full Signal,4583,60416,0.046542906742054496,-0.009605773358457723,12.74106383490945,0.3025824936733907,0.7622090257119896,0.004636029838499849,0.5001090988435523,-0.3471799345684346,0.42015375504899155,success,0.922770882656694,False
Sub-H6: After Costs,4583,60416,-11.953457093257942,-12.009605773358457,12.74106383490945,0.3025824936733974,0.7622090257119843,0.0046360298384999525,0.10582587824569059,-12.347179934568432,-11.579846244951005,success,0.922770882656694,False
